neighbourhood_group,neighbourhood,latitude,longitude,room_type,reviews_per_month,calculated_host_listings_count,availability_365,square_feet,bedrooms,price_log,reviews_log,nights_log,amenities_count
Brooklyn,Bedford-Stuyvesant,40.68875,-73.92377,Private room,0.86,3,99,78.0,1,3.6635616461296463,3.6888794541139363,1.0986122886681098,1
Brooklyn,Clinton Hill,40.6837,-73.96505,Entire home/apt,0.02,1,0,1713.0,3,4.836281906951478,0.6931471805599453,1.791759469228055,3
Brooklyn,Bensonhurst,40.61576,-73.99166,Private room,0.07,2,0,130.0,1,4.836281906951478,1.6094379124341003,1.0986122886681098,2
Queens,East Elmhurst,40.7698,-73.87183,Entire home/apt,3.32,1,360,1120.0,2,5.017279836814924,3.4011973816621555,0.6931471805599453,4
Brooklyn,Bushwick,40.70433,-73.92652,Private room,0.14,1,0,333.0,1,4.02535169073515,1.9459101490553132,1.3862943611198906,1
Manhattan,Lower East Side,40.71975,-73.98608,Entire home/apt,0.06,1,0,809.0,1,5.420534999272286,1.0986122886681098,0.6931471805599453,5
Brooklyn,Park Slope,40.67225,-73.97357,Entire home/apt,0.4,1,11,673.0,1,5.081404364984463,2.833213344056216,1.791759469228055,5
Manhattan,East Village,40.72354,-73.98295,Entire home/apt,0.28,1,248,895.0,1,5.278114659230517,3.4339872044851463,1.3862943611198906,3
Queens,Forest Hills,40.73437,-73.8502,Entire home/apt,0.39,6,0,741.0,1,5.631211781821365,2.302585092994046,1.3862943611198906,4
Queens,Flushing,40.76818,-73.8276,Entire home/apt,3.52,1,151,848.0,1,5.241747015059643,4.454347296253507,0.6931471805599453,5
Brooklyn,Park Slope,40.68326,-73.97796,Entire home/apt,0.36,1,42,825.0,2,6.398594934535208,2.0794415416798357,1.9459101490553132,6
Brooklyn,Bedford-Stuyvesant,40.68928,-73.95541,Private room,3.29,7,264,333.0,1,4.2626798770413155,3.9889840465642745,0.6931471805599453,1
Queens,Ridgewood,40.70735,-73.89343,Private room,0.0,1,89,148.0,1,3.044522437723423,0.0,2.0794415416798357,1
Manhattan,West Village,40.73429,-74.00487,Entire home/apt,0.52,1,0,1726.0,3,5.017279836814924,1.9459101490553132,1.3862943611198906,5
Manhattan,Upper East Side,40.7806,-73.95178,Entire home/apt,0.28,1,0,2337.0,4,5.049856007249537,2.302585092994046,3.091042453358316,3
Brooklyn,Cobble Hill,40.68834,-73.9989,Entire home/apt,2.31,1,43,1285.0,1,5.14166355650266,1.791759469228055,1.0986122886681098,3
Brooklyn,Greenpoint,40.73262,-73.95209,Entire home/apt,0.05,1,0,783.0,1,4.61512051684126,1.0986122886681098,0.6931471805599453,1
Queens,Ditmars Steinway,40.7787,-73.9093,Entire home/apt,0.19,1,26,562.0,0,4.61512051684126,1.0986122886681098,1.6094379124341003,1
Manhattan,Chelsea,40.7429,-73.99344,Private room,0.03,1,0,259.0,1,4.836281906951478,0.6931471805599453,0.6931471805599453,3
Manhattan,Harlem,40.8285,-73.94889,Private room,0.23,3,332,276.0,1,4.477336814478207,1.0986122886681098,0.6931471805599453,2
Brooklyn,Crown Heights,40.67525,-73.93333,Private room,4.01,4,332,238.0,1,3.970291913552122,4.820281565605037,1.0986122886681098,1
Manhattan,East Harlem,40.79952,-73.93764,Entire home/apt,0.17,1,7,495.0,0,5.484796933490655,1.6094379124341003,1.3862943611198906,3
Manhattan,Harlem,40.82361,-73.93926,Entire home/apt,2.14,1,75,473.0,1,4.634728988229636,2.8903717578961645,0.6931471805599453,1
Manhattan,Washington Heights,40.83998,-73.94295,Private room,3.66,1,0,242.0,1,4.2626798770413155,4.48863636973214,0.6931471805599453,1
Brooklyn,Bedford-Stuyvesant,40.6824,-73.93045,Entire home/apt,5.41,1,269,803.0,1,4.836281906951478,4.394449154672439,1.3862943611198906,1
Brooklyn,Canarsie,40.6424,-73.91275,Entire home/apt,4.01,2,155,559.0,0,4.836281906951478,5.153291594497779,1.0986122886681098,3
Manhattan,Upper West Side,40.77799,-73.98205,Entire home/apt,0.05,1,0,670.0,1,5.3981627015177525,1.0986122886681098,0.6931471805599453,3
Manhattan,Harlem,40.81663,-73.95315,Private room,1.34,3,0,227.0,1,4.02535169073515,4.276666119016055,1.0986122886681098,1
Manhattan,Gramercy,40.73158,-73.98303,Private room,1.62,1,267,236.0,1,4.795790545596741,4.890349128221754,1.6094379124341003,3
Queens,Sunnyside,40.74174,-73.90817,Entire home/apt,1.0,1,321,781.0,1,5.19295685089021,0.6931471805599453,0.6931471805599453,3
Brooklyn,Clinton Hill,40.6867,-73.9612,Private room,0.87,2,156,216.0,1,4.0943445622221,1.9459101490553132,1.6094379124341003,1
Brooklyn,Sunset Park,40.66273,-73.99111,Entire home/apt,1.11,1,0,381.0,0,4.61512051684126,3.258096538021482,1.6094379124341003,2
Brooklyn,Bedford-Stuyvesant,40.68898,-73.94139,Private room,0.77,1,246,285.0,1,3.9318256327243257,0.6931471805599453,2.3978952727983707,1
Brooklyn,Prospect-Lefferts Gardens,40.66149,-73.95222,Private room,0.0,1,0,247.0,1,4.110873864173311,0.0,0.6931471805599453,1
Manhattan,Midtown,40.75175,-73.98499,Entire home/apt,0.51,1,147,2491.0,4,5.69035945432406,1.6094379124341003,3.367295829986474,4
Queens,Long Island City,40.75314,-73.93644,Private room,4.5,10,357,233.0,1,4.499809670330265,2.302585092994046,0.6931471805599453,3
Brooklyn,Bushwick,40.70447,-73.92589,Private room,0.14,1,363,221.0,1,4.2626798770413155,1.0986122886681098,1.6094379124341003,1
Brooklyn,Bedford-Stuyvesant,40.68988,-73.95936,Entire home/apt,1.0,6,342,400.0,0,5.645446897643238,0.6931471805599453,0.6931471805599453,4
Brooklyn,Bushwick,40.70157,-73.92542,Entire home/apt,0.0,2,359,1101.0,2,5.081404364984463,0.0,1.0986122886681098,3
Manhattan,East Village,40.72987,-73.98283,Private room,0.14,1,0,104.0,1,4.61512051684126,1.3862943611198906,1.3862943611198906,3
Brooklyn,Bushwick,40.70171,-73.91344,Private room,3.39,2,170,223.0,1,4.110873864173311,5.049856007249537,0.6931471805599453,1
Queens,Forest Hills,40.72737,-73.85156,Entire home/apt,0.0,1,0,1032.0,2,3.9318256327243257,0.0,3.332204510175204,1
Queens,Woodside,40.74505,-73.89995,Private room,0.45,1,10,125.0,1,4.394449154672439,2.4849066497880004,1.0986122886681098,2
Brooklyn,Fort Greene,40.69634,-73.97296,Private room,3.02,1,249,215.0,1,4.2626798770413155,5.030437921392435,0.6931471805599453,1
Bronx,Mott Haven,40.80772,-73.91791,Private room,5.46,1,44,233.0,1,3.9889840465642745,5.7745515455444085,0.6931471805599453,1
Brooklyn,Williamsburg,40.70973,-73.96056,Private room,0.0,1,0,100.0,1,4.61512051684126,0.0,0.6931471805599453,2
Manhattan,Harlem,40.80093,-73.95012,Entire home/apt,0.0,2,0,676.0,1,5.111987788356544,0.0,0.6931471805599453,5
Bronx,Longwood,40.81937,-73.90978,Private room,1.83,1,156,143.0,1,3.828641396489095,4.23410650459726,1.0986122886681098,1
Brooklyn,Bedford-Stuyvesant,40.69512,-73.94978,Private room,1.95,1,0,150.0,1,4.330733340286331,4.02535169073515,1.0986122886681098,1
Brooklyn,Williamsburg,40.71948,-73.96376,Entire home/apt,0.42,1,160,1201.0,3,5.017279836814924,0.6931471805599453,3.4339872044851463,5
Brooklyn,Brighton Beach,40.5776,-73.96231,Shared room,1.0,2,364,219.0,1,3.4339872044851463,0.6931471805599453,0.6931471805599453,1
Brooklyn,East Flatbush,40.63205,-73.94587,Entire home/apt,0.08,1,361,885.0,1,4.51085950651685,1.791759469228055,0.6931471805599453,3
Queens,Forest Hills,40.72223,-73.84647,Private room,0.16,1,249,212.0,1,3.6375861597263857,0.6931471805599453,0.6931471805599453,1
Manhattan,Financial District,40.70861,-74.00479,Entire home/apt,0.0,327,347,333.0,1,4.927253685157205,0.0,3.4011973816621555,3
Queens,Queens Village,40.71846,-73.75584,Entire home/apt,1.9,1,332,1018.0,1,4.330733340286331,4.454347296253507,1.791759469228055,3
Brooklyn,Bushwick,40.69835,-73.91644,Private room,2.68,3,18,138.0,1,3.9318256327243257,4.060443010546419,1.0986122886681098,1
Brooklyn,Williamsburg,40.70217,-73.93737,Private room,0.09,2,25,70.0,1,4.110873864173311,1.3862943611198906,1.6094379124341003,1
Manhattan,Harlem,40.82088,-73.95628,Private room,0.31,2,0,126.0,1,3.9318256327243257,2.5649493574615367,1.0986122886681098,1
Brooklyn,Brighton Beach,40.57762,-73.96051,Entire home/apt,0.19,1,0,455.0,1,4.605170185988092,1.0986122886681098,1.0986122886681098,2
Brooklyn,Williamsburg,40.71635,-73.94609,Private room,0.0,1,358,288.0,1,4.330733340286331,0.0,1.3862943611198906,1
Manhattan,Hell's Kitchen,40.75996,-73.99798,Private room,0.0,1,0,239.0,1,4.499809670330265,0.0,0.6931471805599453,1
Brooklyn,Fort Hamilton,40.62067,-74.02942,Entire home/apt,1.9,3,312,804.0,1,5.017279836814924,1.6094379124341003,1.791759469228055,4
Manhattan,Upper East Side,40.77995,-73.95621,Entire home/apt,0.0,1,0,333.0,1,5.017279836814924,0.0,1.3862943611198906,3
Manhattan,Upper West Side,40.78584,-73.97342,Entire home/apt,1.54,1,166,333.0,1,5.860786223465865,3.4657359027997265,1.791759469228055,7
Manhattan,Harlem,40.82287,-73.9518,Private room,0.06,1,0,173.0,1,3.6635616461296463,1.0986122886681098,2.0794415416798357,1
Manhattan,Midtown,40.76471,-73.97454,Private room,0.0,14,361,95.0,1,6.16541785423142,0.0,0.6931471805599453,7
Queens,Ditmars Steinway,40.7802,-73.90913,Entire home/apt,0.02,1,0,957.0,2,5.017279836814924,0.6931471805599453,2.0794415416798357,3
Brooklyn,Bedford-Stuyvesant,40.69924,-73.94057,Private room,0.1,1,0,249.0,1,3.7612001156935624,1.9459101490553132,2.0794415416798357,1
Brooklyn,Bedford-Stuyvesant,40.68869,-73.93449,Private room,0.08,1,0,277.0,1,3.58351893845611,0.6931471805599453,3.044522437723423,1
Brooklyn,Bushwick,40.6944,-73.9242,Entire home/apt,2.43,1,3,1058.0,2,4.51085950651685,3.295836866004329,1.3862943611198906,1
Brooklyn,Bushwick,40.69349,-73.91109,Private room,0.92,1,179,113.0,1,3.9318256327243257,2.302585092994046,0.6931471805599453,1
Brooklyn,Flatlands,40.62841,-73.92591,Private room,0.07,5,364,333.0,1,4.875197323201151,1.3862943611198906,1.6094379124341003,2
Brooklyn,Williamsburg,40.71463,-73.96474,Entire home/apt,1.68,1,2,2478.0,4,5.5254529391317835,3.9889840465642745,1.0986122886681098,3
Manhattan,Harlem,40.80762,-73.94446,Private room,0.16,6,151,111.0,1,3.9318256327243257,1.791759469228055,3.4339872044851463,1
Manhattan,Hell's Kitchen,40.76106,-73.99148,Private room,0.66,2,0,196.0,1,4.564348191467836,3.1780538303479458,0.6931471805599453,2
Queens,Rego Park,40.73243,-73.86773,Entire home/apt,0.14,1,342,1551.0,4,5.62040086571715,2.302585092994046,3.4339872044851463,5
Brooklyn,Bedford-Stuyvesant,40.67927,-73.94758,Private room,0.05,1,0,178.0,1,4.48863636973214,0.6931471805599453,1.6094379124341003,3
Manhattan,Harlem,40.80832,-73.95275,Private room,3.92,1,129,296.0,1,4.7535901911063645,4.543294782270004,1.0986122886681098,3
Manhattan,East Village,40.72842,-73.98679,Private room,0.42,1,0,115.0,1,4.948759890378168,2.4849066497880004,1.6094379124341003,1
Manhattan,Hell's Kitchen,40.76208,-73.99932,Entire home/apt,0.0,1,0,1292.0,2,6.26530121273771,0.0,1.3862943611198906,8
Manhattan,Harlem,40.81143,-73.94935,Entire home/apt,0.66,1,0,682.0,1,4.61512051684126,2.833213344056216,1.3862943611198906,3
Manhattan,Upper West Side,40.78357,-73.97268,Entire home/apt,1.11,1,151,1223.0,2,4.804021044733257,4.343805421853684,2.0794415416798357,1
Manhattan,Financial District,40.70558,-74.00845,Entire home/apt,0.45,96,290,1093.0,2,5.170483995038151,0.6931471805599453,3.4011973816621555,5
Manhattan,Financial District,40.70417,-74.01511,Entire home/apt,0.0,1,15,786.0,2,5.303304908059076,0.0,2.302585092994046,5
Queens,Flushing,40.7408,-73.82708,Private room,0.0,1,0,292.0,1,3.58351893845611,0.0,0.6931471805599453,1
Brooklyn,Williamsburg,40.71684,-73.94578,Entire home/apt,0.0,1,0,631.0,1,5.5254529391317835,0.0,0.6931471805599453,3
Brooklyn,Greenpoint,40.72215,-73.94203,Entire home/apt,0.0,1,0,632.0,1,4.927253685157205,0.0,1.6094379124341003,2
Brooklyn,Bedford-Stuyvesant,40.67984,-73.95044,Entire home/apt,0.42,1,189,913.0,2,4.795790545596741,2.1972245773362196,2.4849066497880004,3
Manhattan,SoHo,40.7207,-74.00034,Private room,0.0,4,353,256.0,1,4.61512051684126,0.0,0.6931471805599453,1
Manhattan,Nolita,40.7234,-73.99439,Entire home/apt,0.93,1,122,1173.0,1,5.598421958998375,4.406719247264253,3.367295829986474,3
Brooklyn,Bedford-Stuyvesant,40.68367,-73.95101,Private room,0.0,2,0,288.0,1,4.330733340286331,0.0,0.6931471805599453,1
Manhattan,Lower East Side,40.7096,-73.98703,Private room,0.0,4,185,305.0,1,4.276666119016055,0.0,2.772588722239781,1
Brooklyn,Vinegar Hill,40.70149,-73.98091,Private room,0.22,1,166,308.0,1,4.248495242049359,1.791759469228055,1.791759469228055,1
Brooklyn,Gowanus,40.66938,-73.99164,Private room,0.93,2,59,186.0,1,4.564348191467836,1.6094379124341003,0.6931471805599453,1
Queens,Forest Hills,40.72761,-73.84109,Private room,1.35,2,361,180.0,1,4.430816798843313,3.258096538021482,0.6931471805599453,2
Manhattan,Hell's Kitchen,40.76309,-73.99214,Entire home/apt,0.34,20,311,863.0,2,4.875197323201151,2.0794415416798357,3.4339872044851463,2
Brooklyn,Greenpoint,40.73046,-73.95706,Entire home/apt,0.22,1,0,1306.0,4,5.111987788356544,2.1972245773362196,1.3862943611198906,4
Brooklyn,Bushwick,40.70751,-73.92058,Entire home/apt,0.18,1,0,541.0,1,4.875197323201151,2.302585092994046,1.791759469228055,1
Manhattan,Lower East Side,40.71713,-73.98906,Private room,0.35,1,0,215.0,1,4.189654742026425,2.70805020110221,0.6931471805599453,1
Manhattan,Washington Heights,40.85304,-73.93555,Entire home/apt,0.0,1,0,825.0,2,4.48863636973214,0.0,1.0986122886681098,1
Manhattan,Upper West Side,40.80347,-73.96607,Private room,0.03,1,0,111.0,1,3.6635616461296463,0.6931471805599453,1.3862943611198906,1
Brooklyn,Fort Hamilton,40.61707,-74.03473,Entire home/apt,0.03,1,0,918.0,1,4.709530201312334,0.6931471805599453,0.6931471805599453,1
Brooklyn,Greenpoint,40.72897,-73.95132,Private room,0.17,1,241,255.0,1,5.030437921392435,2.6390573296152584,1.791759469228055,4
Manhattan,Chelsea,40.74862,-74.00237,Entire home/apt,0.41,1,0,645.0,1,5.017279836814924,0.6931471805599453,1.0986122886681098,3
Queens,Astoria,40.76799,-73.90995,Private room,1.96,1,31,324.0,1,4.189654742026425,1.9459101490553132,0.6931471805599453,1
Manhattan,Tribeca,40.71878,-74.00491,Entire home/apt,0.0,1,73,329.0,0,5.942799375126701,0.0,1.791759469228055,7
Manhattan,Theater District,40.76139,-73.98521,Entire home/apt,0.0,232,206,2420.0,3,5.6240175061873385,0.0,3.4339872044851463,5
Manhattan,Upper West Side,40.78641,-73.97739,Private room,0.05,1,0,218.0,1,4.189654742026425,1.0986122886681098,0.6931471805599453,1
Staten Island,Tompkinsville,40.6326,-74.09099,Entire home/apt,2.51,3,171,1292.0,2,5.298317366548036,3.6109179126442243,0.6931471805599453,5
Brooklyn,Greenpoint,40.72188,-73.94355,Private room,0.48,1,27,256.0,1,5.017279836814924,2.1972245773362196,1.3862943611198906,4
Brooklyn,Crown Heights,40.66847,-73.94875,Entire home/apt,0.02,1,0,2532.0,4,4.836281906951478,0.6931471805599453,1.791759469228055,3
Brooklyn,Williamsburg,40.71681,-73.96296,Private room,0.34,1,0,120.0,1,4.248495242049359,2.3978952727983707,1.0986122886681098,1
Manhattan,Midtown,40.75181,-73.97137,Entire home/apt,2.26,12,0,967.0,2,5.8289456176102075,3.5553480614894135,1.3862943611198906,7
Brooklyn,Bedford-Stuyvesant,40.68644,-73.93967,Entire home/apt,2.96,1,335,767.0,1,5.017279836814924,3.9318256327243257,0.6931471805599453,4
Brooklyn,East New York,40.67563,-73.87866,Entire home/apt,9.53,2,311,910.0,2,4.465908118654584,5.043425116919247,0.6931471805599453,3
Brooklyn,East New York,40.67111,-73.87083,Entire home/apt,2.38,1,48,796.0,1,5.081404364984463,3.1354942159291497,1.0986122886681098,5
Manhattan,Upper East Side,40.77038,-73.95273,Private room,0.14,2,342,254.0,1,4.663439094112067,1.0986122886681098,1.791759469228055,1
Brooklyn,Greenpoint,40.72521,-73.95575,Private room,2.94,2,126,164.0,1,4.219507705176107,4.6443908991413725,1.0986122886681098,1
Brooklyn,South Slope,40.66724,-73.99023,Private room,0.21,1,0,136.0,1,4.700480365792417,1.6094379124341003,1.0986122886681098,2
Brooklyn,Williamsburg,40.71751,-73.94474,Private room,0.0,1,0,318.0,1,4.394449154672439,0.0,0.6931471805599453,1
Brooklyn,Prospect Heights,40.68162,-73.96818,Entire home/apt,1.0,1,0,827.0,2,5.0106352940962555,2.1972245773362196,1.0986122886681098,1
Manhattan,Murray Hill,40.74835,-73.97612,Entire home/apt,2.31,327,133,333.0,2,5.501258210544727,2.302585092994046,1.0986122886681098,5
Manhattan,Hell's Kitchen,40.75989,-73.98832,Entire home/apt,2.97,1,11,731.0,1,4.2626798770413155,4.727387818712341,1.0986122886681098,1
Queens,Springfield Gardens,40.66272,-73.76849,Entire home/apt,12.05,2,253,2039.0,4,4.499809670330265,4.48863636973214,0.6931471805599453,3
